sv_kod;kod;plk;stacja;opiskod1;pelna;dzielnica;szerokosc;dlugosc;miasto;ulica;kod_p;gmina;kraj;wojewodztwo;nrposesjiwpis;promien;jednorazowy;kod_pracy;uwagi;blok
SV0000087665;CHEŁM CEMENT (S);51060;CHEŁM CEMENTOWNIA;CHEŁM CEMENTOWNIA (STACJA);CHEŁM CEMENTOWNIA (STACJA) 22-100 woj.LUBELSKIE;NULL;51.14096030;23.54233660;CHEŁM;NULL;22-100;NULL;POLSKA;LUBELSKIE;NULL;2000.000;NULL;NULL;l;NULL
SV0000094323;CHEŁM KAMENA (H);NULL;NULL;CHEŁM H.KAMENA (HOTEL);Hotel Kamena, Aleja Armii Krajowej 50, 22-100 Chełm, Polska;Osiedle Baszta;51.13547090;23.46704980;CHEŁM;Aleja Armii Krajowej;22-100;Chełm;POLSKA;LUBELSKIE;NULL;400.000;NULL;NULL;NULL;NULL
SV0000087661;CHEŁM MIASTO (S);50948;CHEŁM MIASTO;CHEŁM MIASTO (STACJA);CHEŁM NADTOROWA woj.LUBELSKIE Stacja:CHEŁM MIASTO;NULL;51.13801210;23.45818950;CHEŁM;NADTOROWA;22-100;NULL;POLSKA;LUBELSKIE;NULL;2000.000;NULL;NULL;NULL;NULL
SV0000092261;CHEŁM ŚLĄSKI (S);77321;CHEŁM ŚLĄSKI;CHEŁM ŚLĄSKI (STACJA);Stacyjna 35, Chełm Śląski, Polska;NULL;50.10993660;19.18424800;CHEŁM ŚLĄSKI;Stacyjna;41-403;gmina Chełm Śląski;POLSKA;ŚLĄSKIE;NULL;2000.000;NULL;NULL;NULL;NULL
SV0000087664;CHEŁM WSCHODNI (S);51052;CHEŁM WSCHODNI;CHEŁM WSCHODNI (STACJA);CHEŁM WSCHODNIA woj.LUBELSKIE Stacja:CHEŁM WSCHODNI;NULL;51.14126920;23.52543990;CHEŁM;WSCHODNIA;22-100;NULL;POLSKA;LUBELSKIE;NULL;2000.000;NULL;NULL;NULL;NULL
SV0000084902;CHEŁMCE (S);19216;CHEŁMCE;CHEŁMCE (STACJA);CHEŁMCE (STACJA) 88-150 woj.KUJAWSKO-POMORSKIE;NULL;52.62725435;18.46561374;CHEŁMCE;NULL;88-150;NULL;POLSKA;KUJAWSKO-POMORSKIE;NULL;600.000;NULL;NULL;l;NULL
SV0000092101;CHEŁMEK (D);NULL;NULL;CHEŁMEK (DOM);Piastowska 67, 32-660 Chełmek, Polska;Podzagórnie;50.09963370;19.24699830;CHEŁMEK;Piastowska;32-660;gmina Chełmek;POLSKA;MAŁOPOLSKIE;NULL;2000.000;NULL;NULL;NULL;NULL
NULL;CHEŁMEK (S);NULL;NULL;CHEŁMEK (STACJA);NULL;NULL;NULL;NULL;CHEŁMEK;NULL;NULL;NULL;NULL;NULL;NULL;1000.000;NULL;S;SV0000092100;NULL
SV0000092100;CHEŁMEK FABRYKA (S);77958;CHEŁMEK FABRYKA;CHEŁMEK FABRYKA (STACJA);Dworzec PKP Chełmek Fabryka, Piastowska, Chełmek, Polska;Za Piłą;50.09983290;19.25425360;CHEŁMEK;Piastowska;32-660;gmina Chełmek;POLSKA;MAŁOPOLSKIE;NULL;2000.000;NULL;NULL;NULL;NULL
NULL;CHEŁMICKO (D);NULL;NULL;CHEŁMICKO (DOM);NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;CHEŁMICKO (S);NULL;NULL;CHEŁMICKO (STACJA);NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SV0000094325;CHEŁMNO (D);NULL;NULL;CHEŁMNO (DOM);Podmurna, Chełmno, Polska;Osiedle Nad Browiną;53.35095330;18.42779800;CHEŁMNO;Podmurna;86-200;Chełmno;POLSKA;KUJAWSKO-POMORSKIE;NULL;500.000;NULL;NULL;NULL;NULL
SV0000094324;CHEŁMNO (S);NULL;NULL;CHEŁMNO (STACJA);Grudziądzka 16, 86-200 Chełmno, Polska;Osiedle Nad Browiną;53.34946270;18.42669420;CHEŁMNO;Grudziądzka;86-200;Chełmno;POLSKA;KUJAWSKO-POMORSKIE;NULL;500.000;NULL;NULL;NULL;NULL
SV0000089716;CHEŁMSKO (S);26658;CHEŁMSKO;CHEŁMSKO (STACJA);CHEŁMSKO (STACJA) 66-440 woj.LUBUSKIE;NULL;52.57611974;15.56727985;CHEŁMSKO;NULL;66-440;NULL;POLSKA;LUBUSKIE;NULL;2000.000;NULL;NULL;l;NULL
SV0000091260;CHEŁMŻA (D);NULL;NULL;CHEŁMŻA (DOM);Henryka Sienkiewicza 15, Chełmża, Polska;Nowe Osiedle;53.18725050;18.60358830;CHEŁMŻA;Henryka Sienkiewicza;87-140;Chełmża;POLSKA;KUJAWSKO-POMORSKIE;NULL;2000.000;NULL;NULL;NULL;NULL
SV0000091259;CHEŁMŻA (S);20164;CHEŁMŻA;CHEŁMŻA (STACJA);Dworcowa, Chełmża, Polska;Chełmińskie;53.18883290;18.59205060;CHEŁMŻA;Dworcowa;87-140;Chełmża;POLSKA;KUJAWSKO-POMORSKIE;NULL;2000.000;NULL;NULL;NULL;NULL
NULL;CHĘCINY (D);NULL;NULL;CHĘCINY (DOM);NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;CHĘCINY (S);NULL;NULL;CHĘCINY (STACJA);NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SV0000092103;CHLASTAWA (D);NULL;NULL;CHLASTAWA (DOM);Koźlarskie, rondo Hakana Erikssona, Chlastawa, Polska;NULL;52.25510750;15.83916370;CHLASTAWA;rondo Hakana Erikssona;66-210;gmina Zbąszynek;POLSKA;LUBUSKIE;NULL;2000.000;NULL;NULL;NULL;NULL
SV0000092102;CHLASTAWA (H);NULL;NULL;CHLASTAWA (HOTEL);26, 66-210 Chlastawa, Polska;NULL;52.24511600;15.83116340;CHLASTAWA;NULL;66-210;gmina Zbąszynek;POLSKA;LUBUSKIE;NULL;2000.000;NULL;NULL;NULL;NULL
SV0000085472;CHLASTAWA (S);26120;CHLASTAWA;CHLASTAWA (STACJA);CHLASTAWA (STACJA) 66-210 woj.LUBUSKIE;NULL;52.25982000;15.84352400;CHLASTAWA;NULL;66-210;NULL;POLSKA;LUBUSKIE;NULL;500.000;NULL;NULL;l;NULL
NULL;CHLEBÓWKA (D);NULL;NULL;CHLEBÓWKA (DOM);NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;CHLEBÓWKA (S);NULL;NULL;CHLEBÓWKA (STACJA);NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;CHLEWICE (D);NULL;NULL;CHLEWICE (DOM);NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;CHLEWICE (S);NULL;NULL;CHLEWICE (STACJA);NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SV0000087030;CHLUDOWO (S);28696;CHLUDOWO;CHLUDOWO (STACJA);CHLUDOWO NAD TOREM woj.WIELKOPOLSKIE Stacja:CHLUDOWO;NULL;52.56123712;16.82528752;CHLUDOWO;NAD TOREM;62-001;NULL;POLSKA;WIELKOPOLSKIE;NULL;500.000;NULL;NULL;NULL;NULL
NULL;CHMIELEŃ (D);NULL;NULL;CHMIELEŃ (DOM);NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;CHMIELEŃ (S);NULL;NULL;CHMIELEŃ (STACJA);NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SV0000094327;CHMIELNIK (D);NULL;NULL;CHMIELNIK (DOM);Stefana Żeromskiego 3, Chmielnik, Polska;Zamoście;50.61364000;20.75226000;CHMIELNIK;Stefana Żeromskiego;26-020;gmina Chmielnik;POLSKA;ŚWIĘTOKRZYSKIE;NULL;500.000;NULL;NULL;NULL;NULL
SV0000094326;CHMIELNIK (S);64261;CHMIELNIK;CHMIELNIK (STACJA);78, Kolonia, Polska;NULL;50.60949320;20.71290810;CHMIELNIK;NULL;26-020;gmina Chmielnik;POLSKA;ŚWIĘTOKRZYSKIE;NULL;500.000;NULL;NULL;NULL;NULL
SV0000094328;CHMIELNIKI (D);NULL;NULL;CHMIELNIKI (DOM);Bydgoska, 86-060 Prądocin, Polska;NULL;52.99531520;18.06148430;PRĄDOCIN;Bydgoska;86-060;gmina Nowa Wieś Wielka;POLSKA;KUJAWSKO-POMORSKIE;NULL;2000.000;NULL;NULL;NULL;NULL
SV0000084888;CHMIELNIKI (S);19075;CHMIELNIKI BYDGOSKIE;CHMIELNIKI (STACJA);PRĄDOCIN BYDGOSKA woj.KUJAWSKO-POMORSKIE Stacja:CHMIELNIKI BYDGOSKIE;NULL;52.99531520;18.06148430;PRĄDOCIN;BYDGOSKA;86-060;NULL;POLSKA;KUJAWSKO-POMORSKIE;NULL;500.000;NULL;NULL;NULL;NULL
SV0000084887;CHMIELNIKI BYDG (S);19075;CHMIELNIKI BYDGOSKIE;CHMIELNIKI BYDGOSKIE (STACJA);PRĄDOCIN BYDGOSKA woj.KUJAWSKO-POMORSKIE Stacja:CHMIELNIKI BYDGOSKIE;NULL;52.99531520;18.06148430;PRĄDOCIN;BYDGOSKA;86-060;NULL;POLSKA;KUJAWSKO-POMORSKIE;NULL;500.000;NULL;NULL;NULL;NULL
NULL;CHMIELNO (D);NULL;NULL;CHMIELNO (DOM);NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;CHMIELNO (S);NULL;NULL;CHMIELNO (STACJA);NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SV0000091150;CHMIELOWICE (S);60731;CHMIELOWICE;CHMIELOWICE (STACJA);Dworcowa 30, 46-070 Chmielowice, Polska;NULL;50.64521000;17.86686000;CHMIELOWICE;Dworcowa;46-070;gmina Komprachcice;POLSKA;OPOLSKIE;NULL;2000.000;NULL;NULL;NULL;NULL
SV0000094329;CHMIELÓW (D);NULL;NULL;CHMIELÓW (DOM);100, 39-442 Chmielów, Polska;NULL;50.51650670;21.67200420;CHMIELÓW;NULL;39-442;gmina Nowa Dęba;POLSKA;PODKARPACKIE;NULL;500.000;NULL;NULL;NULL;NULL
NULL;CHMIELÓW (S);NULL;NULL;CHMIELÓW (STACJA);NULL;NULL;NULL;NULL;CHMIELÓW;NULL;NULL;NULL;NULL;NULL;NULL;500.000;NULL;S;SV0000090386;NULL
SV0000090386;CHMIELÓW TARN (S);65706;CHMIELÓW K. TARNOBRZEGU;CHMIELÓW K. TARNOBRZEGU (STACJA);39-442 Chmielów, Polska;NULL;50.51552000;21.66925000;CHMIELÓW TARN;NULL;39-442;gmina Nowa Dęba;POLSKA;PODKARPACKIE;NULL;500.000;NULL;NULL;NULL;NULL
SV0000087757;CHOCICZA (S);30288;CHOCICZA;CHOCICZA (STACJA);CHOCICZA DWORCOWA woj.WIELKOPOLSKIE Stacja:CHOCICZA;NULL;52.06984953;17.35001968;CHOCICZA;DWORCOWA;63-040;NULL;POLSKA;WIELKOPOLSKIE;NULL;2000.000;NULL;NULL;NULL;NULL
SV0000088858;CHOCISZEW (S);32557;CHOCISZEW;CHOCISZEW (STACJA);DWORZEC PKP CHOCISZEW, 5138E, 95-035 CHOCISZEW-PIASKI, POLSKA;NULL;51.92418164;19.26688671;gmina Parzęczew;5138E;95-035;gmina Parzęczew;POLSKA;województwo łódzkie;NULL;1000.000;NULL;NULL;l;NULL
SV0000094330;CHOCISZEWO ROG (S);NULL;NULL;CHOCISZEWO ROGOZIŃSKIE (STACJA);1213F, 66-304 Chociszewo, Polska;NULL;52.31146710;15.76030080;CHOCISZEWO ROG;1213F;66-320;gmina Trzciel;POLSKA;LUBUSKIE;NULL;500.000;NULL;NULL;NULL;NULL
NULL;CHOCIW (D);NULL;NULL;CHOCIW (DOM);NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;CHOCIW (S);NULL;NULL;CHOCIW (STACJA);NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SV0000085213;CHOCIW ŁASKI (S);19562;CHOCIW ŁASKI;CHOCIW ŁASKI (STACJA);CHOCIW ŁASKI (STACJA) 98-170 woj.ŁÓDZKIE;NULL;51.40655155;18.98225759;KOL. ZAWADY;NULL;98-170;NULL;POLSKA;ŁÓDZKIE;NULL;500.000;NULL;NULL;l;NULL
SV0000089653;CHOCIWEL (S);3517;CHOCIWEL;CHOCIWEL (STACJA);CHOCIWEL 25 LECIA PRL woj.ZACHODNIOPOMORSKIE Stacja:CHOCIWEL;NULL;53.46776227;15.33184153;CHOCIWEL;25 LECIA PRL;73-120;NULL;POLSKA;ZACHODNIOPOMORSKIE;NULL;2000.000;NULL;NULL;NULL;NULL
NULL;CHOCZEWO (D);NULL;NULL;CHOCZEWO (DOM);NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;CHOCZNIA (S);NULL;NULL;CHOCZNIA (STACJA);NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;CHOCZNIA GÓRNA (S);NULL;NULL;CHOCZNIA GÓRNA (STACJA);NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;CHODAKI (D);NULL;NULL;CHODAKI (DOM);NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;CHODAKI (S);NULL;NULL;CHODAKI (STACJA);NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;CHODECZ (D);NULL;NULL;CHODECZ (DOM);NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;CHODECZ (S);NULL;NULL;CHODECZ (STACJA);NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;CHODÓW (D);NULL;NULL;CHODÓW (DOM);NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;CHODÓW (S);NULL;NULL;CHODÓW (STACJA);NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SV0000094331;CHODZIEŻ (M);NULL;NULL;CHODZIEŻ (MIASTO);Rynek 18, 64-800 Chodzież, Polska;Urbanowo;52.99146000;16.91709000;CHODZIEŻ;Rynek;64-800;Chodzież;POLSKA;WIELKOPOLSKIE;NULL;500.000;NULL;NULL;NULL;NULL
SV0000087045;CHODZIEŻ (S);16188;CHODZIEŻ;CHODZIEŻ (STACJA);CHODZIEŻ DWORCOWA woj.WIELKOPOLSKIE Stacja:CHODZIEŻ;NULL;52.99389033;16.90982885;CHODZIEŻ;DWORCOWA;64-800;NULL;POLSKA;WIELKOPOLSKIE;NULL;500.000;NULL;NULL;NULL;NULL
SV0000092104;CHOJNA (D);NULL;NULL;CHOJNA (DOM);Mini bar Małgosia, Żółkiewskiego, Chojna, Polska;Szarka;52.96280800;14.44412500;CHOJNA;Żółkiewskiego;74-500;gmina Chojna;POLSKA;ZACHODNIOPOMORSKIE;NULL;2000.000;NULL;NULL;NULL;NULL
SV0000085503;CHOJNA (S);13334;CHOJNA;CHOJNA (STACJA);CHOJNA ŻÓŁKIEWSKIEGO woj.ZACHODNIOPOMORSKIE Stacja:CHOJNA;NULL;52.96346710;14.44376940;CHOJNA;ŻÓŁKIEWSKIEGO;74-500;NULL;POLSKA;ZACHODNIOPOMORSKIE;NULL;500.000;NULL;NULL;NULL;NULL
NULL;CHOJNE (D);NULL;NULL;CHOJNE (DOM);NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;CHOJNE (S);NULL;NULL;CHOJNE (STACJA);NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;CHOJNICE (D);NULL;NULL;CHOJNICE (DOM);NULL;NULL;NULL;NULL;CHOJNICE;NULL;NULL;NULL;NULL;NULL;NULL;2000.000;NULL;s;SV00806;NULL
NULL;CHOJNICE (M);NULL;NULL;CHOJNICE (MIASTO);NULL;NULL;NULL;NULL;CHOJNICE;NULL;NULL;NULL;NULL;NULL;NULL;2000.000;NULL;s;SV00806;NULL
SV0000086261;CHOJNICE (S);15602;CHOJNICE;CHOJNICE (STACJA);CHOJNICE NAD DWORCEM woj.POMORSKIE Stacja:CHOJNICE;NULL;53.68934933;17.57774989;CHOJNICE;NAD DWORCEM;89-600;NULL;POLSKA;POMORSKIE;NULL;500.000;NULL;NULL;NULL;NULL
SV00804;CHOJNICE JEDNOŚCI ROBOTNICZEJ 16;NULL;NULL;CHOJNICE JEDNOŚCI ROBOTNICZEJ 16;CHOJNICE JEDNOŚCI ROBOTNICZEJ 16;Chojnice Jedności Robotniczej;53.68984430;17.54451750;CHOJNICE;JEDNOŚCI ROBOTNICZEJ;89-620;Polska;POLSKA;POMORSKIE;NULL;2000.000;F;NULL;NULL;NULL
SV00805;CHOJNICE KSIĄŻĄT POMORSKICH 16/41;NULL;NULL;CHOJNICE KSIĄŻĄT POMORSKICH 16/41;CHOJNICE KSIĄŻĄT POMORSKICH 16/41;"Chojnice ";53.70087700;17.57609090;CHOJNICE;KSIĄŻĄT POMORSKICH;89-620;Polska;POLSKA;POMORSKIE;NULL;2000.000;F;NULL;NULL;NULL
SV00806;CHOJNICE MIESZKA I 6;NULL;NULL;CHOJNICE MIESZKA I 6;CHOJNICE MIESZKA I 6;Chojnice Mieszka I;53.68616500;17.54411870;CHOJNICE;MIESZKA I;89-620;Polska;POLSKA;POMORSKIE;NULL;2000.000;F;NULL;NULL;NULL
SV0000086293;CHOJNICE UL. CZŁUCHOWSKA (PDLK);NULL;NULL;CHOJNICE UL. CZŁUCHOWSKA  STACJA BP (PUNKT DODATKOWY LK);CHOJNICE CZŁUCHOWSKA woj.POMORSKIE;NULL;53.69451150;17.55630330;CHOJNICE;CZŁUCHOWSKA;89-600;NULL;POLSKA;POMORSKIE;NULL;500.000;NULL;NULL;NULL;NULL
SV0000094332;CHOJNIK (D);NULL;NULL;CHOJNIK (DOM);95, 33-180 Chojnik, Polska;NULL;49.85228230;20.98466060;CHOJNIK;NULL;33-180;NULL;POLSKA;MAŁOPOLSKIE;NULL;500.000;NULL;NULL;NULL;NULL
SV0000090132;CHOJNIK (S);81042;CHOJNIK;CHOJNIK (STACJA);95, 33-180 Chojnik, Polska;NULL;49.85228230;20.98466060;CHOJNIK;NULL;33-180;gmina Gromnik;POLSKA;MAŁOPOLSKIE;NULL;2000.000;NULL;NULL;NULL;NULL
NULL;CHOJNÓW (D);NULL;NULL;CHOJNÓW (DOM);NULL;NULL;NULL;NULL;CHOJNÓW;NULL;NULL;NULL;NULL;NULL;NULL;1000.000;NULL;S;SV00812;NULL
SV0000088500;CHOJNÓW (S);54007;CHOJNÓW;CHOJNÓW (STACJA);CHOJNÓW FABRYCZNA woj.DOLNOŚLĄSKIE Stacja:CHOJNÓW;NULL;51.27758148;15.93621180;CHOJNÓW;FABRYCZNA;59-225;NULL;POLSKA;DOLNOŚLĄSKIE;NULL;2000.000;NULL;NULL;NULL;NULL
NULL;CHOJNÓW DOM (A);NULL;NULL;CHOJNÓW (DOM) (AUTOSTRADA);NULL;NULL;NULL;NULL;CHOJNÓW DOM;NULL;NULL;NULL;NULL;NULL;NULL;1000.000;NULL;S;SV00812;NULL
SV0000086294;CHOJNÓW UL. KOLEJOWA (PDLK);NULL;NULL;CHOJNÓW UL. KOLEJOWA  PKP (PUNKT DODATKOWY LK);CHOJNÓW UL. KOLEJOWA  PKP (PUNKT DODATKOWY LK);NULL;51.27721080;15.93498340;CHOJNÓW;ZIELONA;59-225;NULL;POLSKA;DOLNOŚLĄSKIE;NULL;500.000;NULL;NULL;NULL;NULL
SV00812;CHOJNÓW UL.KOŚCIUSZKI 11/5;NULL;NULL;CHOJNÓW UL.KOŚCIUSZKI 11/5;CHOJNÓW UL.KOŚCIUSZKI 11/5;Chojnów Kościuszki;51.27470800;15.93733500;CHOJNÓW;TADEUSZA KOŚCIUSZKI;59-224;Polska;POLSKA;DOLNOŚLĄSKIE;NULL;2000.000;F;NULL;NULL;NULL
NULL;CHOJNY (S);NULL;NULL;CHOJNY (STACJA);NULL;NULL;NULL;NULL;CHOJNY;NULL;NULL;NULL;NULL;NULL;NULL;1000.000;NULL;S;SV0000085503;NULL
NULL;CHOMRANICE (S);NULL;NULL;CHOMRANICE (STACJA);NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SV0000092150;CHORULA CEMENT (S);178438;CHORULA CEMENTOWNIA;CHORULA CEMENTOWNIA (STACJA);Kościelna, Kamieniołom, Polska;NULL;50.52921930;17.97368010;CHORULA CEMENT;Kościelna;47-320;gmina Gogolin;POLSKA;OPOLSKIE;NULL;2000.000;NULL;NULL;NULL;NULL
SV0000086998;CHORZELE (S);23416;CHORZELE;CHORZELE (STACJA);CHORZELE (STACJA) 18-300 woj.PODLASKIE;NULL;52.91501460;22.28302190;CHORZELE;NULL;18-300;NULL;POLSKA;PODLASKIE;NULL;500.000;NULL;NULL;l;NULL
NULL;CHORZENICE (D);NULL;NULL;CHORZENICE (DOM);NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;CHORZENICE (S);NULL;NULL;CHORZENICE (STACJA);NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;OSTAŁÓW (S);NULL;NULL;OSTAŁÓW (STACJA);NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SV0000091262;OSTASZEWO TORUŃ (S);20370;OSTASZEWO TORUŃSKIE;OSTASZEWO TORUŃSKIE (STACJA);1, 87-148 Ostaszewo, Polska;NULL;53.10597000;18.62756000;OSTASZEWO;NULL;87-148;gmina Łysomice;POLSKA;KUJAWSKO-POMORSKIE;NULL;2000.000;NULL;NULL;NULL;NULL
NULL;OSTRAVA (S);NULL;NULL;OSTRAVA (STACJA);NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;OSTRO ŚW GROMADA (H);NULL;NULL;OSTROWIEC ŚWIĘTOKRZYSKI H.GROMADA (HOTEL);NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;OSTROŁĘKA (D);NULL;NULL;OSTROŁĘKA (DOM);NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;OSTROŁĘKA (M);NULL;NULL;OSTROŁĘKA (MIASTO);NULL;NULL;NULL;NULL;OSTROŁĘKA;NULL;NULL;NULL;NULL;NULL;NULL;2000.000;NULL;s;SV0000091461;NULL
SV0000091461;OSTROŁĘKA (S);23309;OSTROŁĘKA;OSTROŁĘKA (STACJA);Dworzec PKP Ostrołęka, Plac Dworcowy 4, 07-410 Ostrołęka, Polska;Kaczyny-Wypychy;53.05634570;21.61692950;OSTROŁĘKA;Plac Dworcowy;07-400;Ostrołęka;POLSKA;MAZOWIECKIE;NULL;2000.000;NULL;NULL;NULL;NULL
NULL;OSTROPA (D);NULL;NULL;OSTROPA (DOM);NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;OSTROPA (S);NULL;NULL;OSTROPA (STACJA);NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;OSTROWICE (D);NULL;NULL;OSTROWICE (DOM);NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;OSTROWICE (S);NULL;NULL;OSTROWICE (STACJA);NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;OSTROWIE (D);NULL;NULL;OSTROWIE (DOM);NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;OSTROWIE (S);NULL;NULL;OSTROWIE (STACJA);NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SV0000086285;OSTROWIE BIEBRZ (S);24927;OSTROWIE BIEBRZAŃSKIE;OSTROWIE BIEBRZAŃSKIE (STACJA);OSTROWIE BIEBRZAŃSKIE (STACJA) 16-308 woj.PODLASKIE;NULL;53.71924408;23.24627638;OSTROWIE BIEBRZ;NULL;16-308;NULL;POLSKA;PODLASKIE;NULL;500.000;NULL;NULL;l;NULL
NULL;OSTROWIEC (D);NULL;NULL;OSTROWIEC (DOM);NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;OSTROWIEC (S);NULL;NULL;OSTROWIEC (STACJA);NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;OSTROWIEC ŚWIĘTO (M);NULL;NULL;OSTROWIEC ŚWIĘTOKRZYSKI (MIASTO);NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SV0000088255;OSTROWIEC ŚWIĘTO (S);49205;OSTROWIEC ŚWIĘTOKRZYSKI;OSTROWIEC ŚWIĘTOKRZYSKI (STACJA);OSTROWIEC ŚWIĘTOKRZYSKI (STACJA) 27-400 woj.ŚWIĘTOKRZYSKIE;NULL;50.93298720;21.37965710;OSTROWIEC ŚWIĘTOKRZYSKI;NULL;27-400;NULL;POLSKA;ŚWIĘTOKRZYSKIE;NULL;2000.000;NULL;NULL;l;NULL
NULL;OSTROWIEC ŚWIĘTOKRZ ACCADEMIA (H);NULL;NULL;OSTROWIEC ŚWIĘTOKRZ HOTEL ACCADEMIA 3 MAJA (HOTEL);NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;OSTROWIECKO (S);NULL;NULL;OSTROWIECKO (STACJA);NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
